sample_id	experiment	time	time_unit	conc_unit	conc_level	module	module_size	eg_score	moduleCoverage	moduleCoveragePercetage
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_19	57	-1.16027218446119	50	87.7
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_21	45	-0.951596541187934	38	84.4
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_22	45	0.347838834544576	33	73.3
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_23m	60	-0.962876938965873	57	95
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_25m	60	-0.143779740682678	51	85
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_26m	64	-1.26751222440625	62	96.9
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_28m	82	-1.88576336225501	79	96.3
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_29	37	1.4792209363495	32	86.5
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_30m	56	-0.694645370080499	50	89.3
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_31m	53	0.618356178745484	27	50.9
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_32m	74	0.0680035059440816	72	97.3
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_33	34	1.57140506158601	32	94.1
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_34m	47	0.31832856107086	46	97.9
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_35m	47	-0.140631106736861	43	91.5
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_36m	60	0.0640141686000398	58	96.7
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_37m	74	-1.12704384571614	70	94.6
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_38m	47	-0.515804974380433	46	97.9
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_39m	55	-0.625642071363668	55	100
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_40m	50	0.199040583018554	48	96
uploadFile1_PKD_Moderate_SINGLE_4_0	uploadFile1_PKD_Moderate	4	day	concUnit	3	rKIDNEY_41m	44	0.270184089516448	40	90.9
